Num,PopName,PopType,TypeAlpha,Pop,Rep,DishNum,PopNum,DishType,ID,SurvivalID,NoGerm,TotGerm,PropGerm,Label,PlantDate,GermDate,CensorJMP,CensorR,DaysGermYes,Census,DaysCensus,DaysToGerm
1223,PEN,Off-road,O,PEN-O,B,62,13,Forest,B_13_Forest,Forest_O,2,8,0.8,Seed3Date,44398,44400,0,1,2,44411,13,2
1224,PEN,Off-road,O,PEN-O,B,62,13,Forest,B_13_Forest,Forest_O,2,8,0.8,Seed4Date,44398,44401,0,1,3,44411,13,3
1225,PEN,Off-road,O,PEN-O,B,62,13,Forest,B_13_Forest,Forest_O,2,8,0.8,Seed5Date,44398,44401,0,1,3,44411,13,3
1226,PEN,Off-road,O,PEN-O,B,62,13,Forest,B_13_Forest,Forest_O,2,8,0.8,Seed6Date,44398,44401,0,1,3,44411,13,3
1227,PEN,Off-road,O,PEN-O,B,62,13,Forest,B_13_Forest,Forest_O,2,8,0.8,Seed7Date,44398,44401,0,1,3,44411,13,3
1228,PEN,Off-road,O,PEN-O,B,62,13,Forest,B_13_Forest,Forest_O,2,8,0.8,Seed8Date,44398,44401,0,1,3,44411,13,3
1229,PEN,Off-road,O,PEN-O,B,62,13,Forest,B_13_Forest,Forest_O,2,8,0.8,Seed9Date,44398,,1,0,-44398,44411,13,13
1230,PEN,Off-road,O,PEN-O,B,62,13,Forest,B_13_Forest,Forest_O,2,8,0.8,Seed10Date,44398,,1,0,-44398,44411,13,13
1231,PEN,Off-road,O,PEN-O,B,62,13,Construction,B_13_Construction,Construction_O,2,8,0.8,Seed1Date,44398,44400,0,1,2,44411,13,2
1232,PEN,Off-road,O,PEN-O,B,62,13,Construction,B_13_Construction,Construction_O,2,8,0.8,Seed2Date,44398,44400,0,1,2,44411,13,2
1233,PEN,Off-road,O,PEN-O,B,62,13,Construction,B_13_Construction,Construction_O,2,8,0.8,Seed3Date,44398,44400,0,1,2,44411,13,2
1234,PEN,Off-road,O,PEN-O,B,62,13,Construction,B_13_Construction,Construction_O,2,8,0.8,Seed4Date,44398,44400,0,1,2,44411,13,2
1235,PEN,Off-road,O,PEN-O,B,62,13,Construction,B_13_Construction,Construction_O,2,8,0.8,Seed5Date,44398,44400,0,1,2,44411,13,2
1236,PEN,Off-road,O,PEN-O,B,62,13,Construction,B_13_Construction,Construction_O,2,8,0.8,Seed6Date,44398,44400,0,1,2,44411,13,2
1237,PEN,Off-road,O,PEN-O,B,62,13,Construction,B_13_Construction,Construction_O,2,8,0.8,Seed7Date,44398,44400,0,1,2,44411,13,2
1238,PEN,Off-road,O,PEN-O,B,62,13,Construction,B_13_Construction,Construction_O,2,8,0.8,Seed8Date,44398,44403,0,1,5,44411,13,5
1239,PEN,Off-road,O,PEN-O,B,62,13,Construction,B_13_Construction,Construction_O,2,8,0.8,Seed9Date,44398,,1,0,-44398,44411,13,13
1240,PEN,Off-road,O,PEN-O,B,62,13,Construction,B_13_Construction,Construction_O,2,8,0.8,Seed10Date,44398,,1,0,-44398,44411,13,13
1241,PEN,Off-road,O,PEN-O,C,63,13,Forest,C_13_Forest,Forest_O,2,8,0.8,Seed1Date,44398,44400,0,1,2,44411,13,2
1242,PEN,Off-road,O,PEN-O,C,63,13,Forest,C_13_Forest,Forest_O,2,8,0.8,Seed2Date,44398,44400,0,1,2,44411,13,2
1243,PEN,Off-road,O,PEN-O,C,63,13,Forest,C_13_Forest,Forest_O,2,8,0.8,Seed3Date,44398,44400,0,1,2,44411,13,2
1244,PEN,Off-road,O,PEN-O,C,63,13,Forest,C_13_Forest,Forest_O,2,8,0.8,Seed4Date,44398,44400,0,1,2,44411,13,2
1245,PEN,Off-road,O,PEN-O,C,63,13,Forest,C_13_Forest,Forest_O,2,8,0.8,Seed5Date,44398,44401,0,1,3,44411,13,3
1246,PEN,Off-road,O,PEN-O,C,63,13,Forest,C_13_Forest,Forest_O,2,8,0.8,Seed6Date,44398,44401,0,1,3,44411,13,3
1247,PEN,Off-road,O,PEN-O,C,63,13,Forest,C_13_Forest,Forest_O,2,8,0.8,Seed7Date,44398,44401,0,1,3,44411,13,3
1248,PEN,Off-road,O,PEN-O,C,63,13,Forest,C_13_Forest,Forest_O,2,8,0.8,Seed8Date,44398,44407,0,1,9,44411,13,9
1249,PEN,Off-road,O,PEN-O,C,63,13,Forest,C_13_Forest,Forest_O,2,8,0.8,Seed9Date,44398,,1,0,-44398,44411,13,13
1250,PEN,Off-road,O,PEN-O,C,63,13,Forest,C_13_Forest,Forest_O,2,8,0.8,Seed10Date,44398,,1,0,-44398,44411,13,13
1251,PEN,Off-road,O,PEN-O,C,63,13,Construction,C_13_Construction,Construction_O,2,8,0.8,Seed1Date,44398,44400,0,1,2,44411,13,2
1252,PEN,Off-road,O,PEN-O,C,63,13,Construction,C_13_Construction,Construction_O,2,8,0.8,Seed2Date,44398,44400,0,1,2,44411,13,2
1253,PEN,Off-road,O,PEN-O,C,63,13,Construction,C_13_Construction,Construction_O,2,8,0.8,Seed3Date,44398,44400,0,1,2,44411,13,2
1254,PEN,Off-road,O,PEN-O,C,63,13,Construction,C_13_Construction,Construction_O,2,8,0.8,Seed4Date,44398,44400,0,1,2,44411,13,2
1255,PEN,Off-road,O,PEN-O,C,63,13,Construction,C_13_Construction,Construction_O,2,8,0.8,Seed5Date,44398,44400,0,1,2,44411,13,2
1256,PEN,Off-road,O,PEN-O,C,63,13,Construction,C_13_Construction,Construction_O,2,8,0.8,Seed6Date,44398,44400,0,1,2,44411,13,2
1257,PEN,Off-road,O,PEN-O,C,63,13,Construction,C_13_Construction,Construction_O,2,8,0.8,Seed7Date,44398,44401,0,1,3,44411,13,3
1258,PEN,Off-road,O,PEN-O,C,63,13,Construction,C_13_Construction,Construction_O,2,8,0.8,Seed8Date,44398,44402,0,1,4,44411,13,4
1259,PEN,Off-road,O,PEN-O,C,63,13,Construction,C_13_Construction,Construction_O,2,8,0.8,Seed9Date,44398,,1,0,-44398,44411,13,13
1260,PEN,Off-road,O,PEN-O,C,63,13,Construction,C_13_Construction,Construction_O,2,8,0.8,Seed10Date,44398,,1,0,-44398,44411,13,13
1261,PEN,Off-road,O,PEN-O,D,64,13,Construction,D_13_Construction,Construction_O,3,7,0.7,Seed1Date,44398,44400,0,1,2,44411,13,2
1262,PEN,Off-road,O,PEN-O,D,64,13,Construction,D_13_Construction,Construction_O,3,7,0.7,Seed2Date,44398,44400,0,1,2,44411,13,2
1263,PEN,Off-road,O,PEN-O,D,64,13,Construction,D_13_Construction,Construction_O,3,7,0.7,Seed3Date,44398,44400,0,1,2,44411,13,2
1264,PEN,Off-road,O,PEN-O,D,64,13,Construction,D_13_Construction,Construction_O,3,7,0.7,Seed4Date,44398,44400,0,1,2,44411,13,2
1265,PEN,Off-road,O,PEN-O,D,64,13,Construction,D_13_Construction,Construction_O,3,7,0.7,Seed5Date,44398,44401,0,1,3,44411,13,3
1266,PEN,Off-road,O,PEN-O,D,64,13,Construction,D_13_Construction,Construction_O,3,7,0.7,Seed6Date,44398,44401,0,1,3,44411,13,3
1267,PEN,Off-road,O,PEN-O,D,64,13,Construction,D_13_Construction,Construction_O,3,7,0.7,Seed7Date,44398,44404,0,1,6,44411,13,6
1268,PEN,Off-road,O,PEN-O,D,64,13,Construction,D_13_Construction,Construction_O,3,7,0.7,Seed8Date,44398,,1,0,-44398,44411,13,13
1269,PEN,Off-road,O,PEN-O,D,64,13,Construction,D_13_Construction,Construction_O,3,7,0.7,Seed9Date,44398,,1,0,-44398,44411,13,13
1270,PEN,Off-road,O,PEN-O,D,64,13,Construction,D_13_Construction,Construction_O,3,7,0.7,Seed10Date,44398,,1,0,-44398,44411,13,13
1271,PEN,Off-road,O,PEN-O,D,64,13,Forest,D_13_Forest,Forest_O,2,8,0.8,Seed1Date,44398,44400,0,1,2,44411,13,2
1272,PEN,Off-road,O,PEN-O,D,64,13,Forest,D_13_Forest,Forest_O,2,8,0.8,Seed2Date,44398,44400,0,1,2,44411,13,2
1273,PEN,Off-road,O,PEN-O,D,64,13,Forest,D_13_Forest,Forest_O,2,8,0.8,Seed3Date,44398,44400,0,1,2,44411,13,2
1274,PEN,Off-road,O,PEN-O,D,64,13,Forest,D_13_Forest,Forest_O,2,8,0.8,Seed4Date,44398,44401,0,1,3,44411,13,3
1275,PEN,Off-road,O,PEN-O,D,64,13,Forest,D_13_Forest,Forest_O,2,8,0.8,Seed5Date,44398,44401,0,1,3,44411,13,3
1276,PEN,Off-road,O,PEN-O,D,64,13,Forest,D_13_Forest,Forest_O,2,8,0.8,Seed6Date,44398,44401,0,1,3,44411,13,3
1277,PEN,Off-road,O,PEN-O,D,64,13,Forest,D_13_Forest,Forest_O,2,8,0.8,Seed7Date,44398,44402,0,1,4,44411,13,4
1278,PEN,Off-road,O,PEN-O,D,64,13,Forest,D_13_Forest,Forest_O,2,8,0.8,Seed8Date,44398,44405,0,1,7,44411,13,7
1279,PEN,Off-road,O,PEN-O,D,64,13,Forest,D_13_Forest,Forest_O,2,8,0.8,Seed9Date,44398,,1,0,-44398,44411,13,13
1280,PEN,Off-road,O,PEN-O,D,64,13,Forest,D_13_Forest,Forest_O,2,8,0.8,Seed10Date,44398,,1,0,-44398,44411,13,13
1281,PEN,Off-road,O,PEN-O,E,65,13,Construction,E_13_Construction,Construction_O,0,10,1,Seed1Date,44398,44400,0,1,2,44411,13,2
1282,PEN,Off-road,O,PEN-O,E,65,13,Construction,E_13_Construction,Construction_O,0,10,1,Seed2Date,44398,44400,0,1,2,44411,13,2
1283,PEN,Off-road,O,PEN-O,E,65,13,Construction,E_13_Construction,Construction_O,0,10,1,Seed3Date,44398,44400,0,1,2,44411,13,2
1284,PEN,Off-road,O,PEN-O,E,65,13,Construction,E_13_Construction,Construction_O,0,10,1,Seed4Date,44398,44400,0,1,2,44411,13,2
1285,PEN,Off-road,O,PEN-O,E,65,13,Construction,E_13_Construction,Construction_O,0,10,1,Seed5Date,44398,44400,0,1,2,44411,13,2
1286,PEN,Off-road,O,PEN-O,E,65,13,Construction,E_13_Construction,Construction_O,0,10,1,Seed6Date,44398,44400,0,1,2,44411,13,2
1287,PEN,Off-road,O,PEN-O,E,65,13,Construction,E_13_Construction,Construction_O,0,10,1,Seed7Date,44398,44400,0,1,2,44411,13,2
1288,PEN,Off-road,O,PEN-O,E,65,13,Construction,E_13_Construction,Construction_O,0,10,1,Seed8Date,44398,44400,0,1,2,44411,13,2
1289,PEN,Off-road,O,PEN-O,E,65,13,Construction,E_13_Construction,Construction_O,0,10,1,Seed9Date,44398,44401,0,1,3,44411,13,3
1290,PEN,Off-road,O,PEN-O,E,65,13,Construction,E_13_Construction,Construction_O,0,10,1,Seed10Date,44398,44401,0,1,3,44411,13,3
1291,PEN,Off-road,O,PEN-O,E,65,13,Forest,E_13_Forest,Forest_O,2,8,0.8,Seed1Date,44398,44400,0,1,2,44411,13,2
1292,PEN,Off-road,O,PEN-O,E,65,13,Forest,E_13_Forest,Forest_O,2,8,0.8,Seed2Date,44398,44400,0,1,2,44411,13,2
1293,PEN,Off-road,O,PEN-O,E,65,13,Forest,E_13_Forest,Forest_O,2,8,0.8,Seed3Date,44398,44400,0,1,2,44411,13,2
1294,PEN,Off-road,O,PEN-O,E,65,13,Forest,E_13_Forest,Forest_O,2,8,0.8,Seed4Date,44398,44400,0,1,2,44411,13,2
1295,PEN,Off-road,O,PEN-O,E,65,13,Forest,E_13_Forest,Forest_O,2,8,0.8,Seed5Date,44398,44401,0,1,3,44411,13,3
1296,PEN,Off-road,O,PEN-O,E,65,13,Forest,E_13_Forest,Forest_O,2,8,0.8,Seed6Date,44398,44401,0,1,3,44411,13,3
1297,PEN,Off-road,O,PEN-O,E,65,13,Forest,E_13_Forest,Forest_O,2,8,0.8,Seed7Date,44398,44401,0,1,3,44411,13,3
1298,PEN,Off-road,O,PEN-O,E,65,13,Forest,E_13_Forest,Forest_O,2,8,0.8,Seed8Date,44398,44403,0,1,5,44411,13,5
1299,PEN,Off-road,O,PEN-O,E,65,13,Forest,E_13_Forest,Forest_O,2,8,0.8,Seed9Date,44398,,1,0,-44398,44411,13,13
1300,PEN,Off-road,O,PEN-O,E,65,13,Forest,E_13_Forest,Forest_O,2,8,0.8,Seed10Date,44398,,1,0,-44398,44411,13,13
1301,PEN,Roadside,R,PEN-R,A,66,14,Forest,A_14_Forest,Forest_R,2,8,0.8,Seed1Date,44398,44400,0,1,2,44411,13,2
1302,PEN,Roadside,R,PEN-R,A,66,14,Forest,A_14_Forest,Forest_R,2,8,0.8,Seed2Date,44398,44400,0,1,2,44411,13,2
1303,PEN,Roadside,R,PEN-R,A,66,14,Forest,A_14_Forest,Forest_R,2,8,0.8,Seed3Date,44398,44400,0,1,2,44411,13,2
1304,PEN,Roadside,R,PEN-R,A,66,14,Forest,A_14_Forest,Forest_R,2,8,0.8,Seed4Date,44398,44400,0,1,2,44411,13,2
1305,PEN,Roadside,R,PEN-R,A,66,14,Forest,A_14_Forest,Forest_R,2,8,0.8,Seed5Date,44398,44400,0,1,2,44411,13,2
1306,PEN,Roadside,R,PEN-R,A,66,14,Forest,A_14_Forest,Forest_R,2,8,0.8,Seed6Date,44398,44400,0,1,2,44411,13,2
1307,PEN,Roadside,R,PEN-R,A,66,14,Forest,A_14_Forest,Forest_R,2,8,0.8,Seed7Date,44398,44400,0,1,2,44411,13,2
1308,PEN,Roadside,R,PEN-R,A,66,14,Forest,A_14_Forest,Forest_R,2,8,0.8,Seed8Date,44398,44406,0,1,8,44411,13,8
1309,PEN,Roadside,R,PEN-R,A,66,14,Forest,A_14_Forest,Forest_R,2,8,0.8,Seed9Date,44398,,1,0,-44398,44411,13,13
1310,PEN,Roadside,R,PEN-R,A,66,14,Forest,A_14_Forest,Forest_R,2,8,0.8,Seed10Date,44398,,1,0,-44398,44411,13,13
1311,PEN,Roadside,R,PEN-R,A,66,14,Construction,A_14_Construction,Construction_R,0,10,1,Seed1Date,44398,44400,0,1,2,44411,13,2
1312,PEN,Roadside,R,PEN-R,A,66,14,Construction,A_14_Construction,Construction_R,0,10,1,Seed2Date,44398,44400,0,1,2,44411,13,2
1313,PEN,Roadside,R,PEN-R,A,66,14,Construction,A_14_Construction,Construction_R,0,10,1,Seed3Date,44398,44400,0,1,2,44411,13,2
1314,PEN,Roadside,R,PEN-R,A,66,14,Construction,A_14_Construction,Construction_R,0,10,1,Seed4Date,44398,44400,0,1,2,44411,13,2
1315,PEN,Roadside,R,PEN-R,A,66,14,Construction,A_14_Construction,Construction_R,0,10,1,Seed5Date,44398,44400,0,1,2,44411,13,2
1316,PEN,Roadside,R,PEN-R,A,66,14,Construction,A_14_Construction,Construction_R,0,10,1,Seed6Date,44398,44400,0,1,2,44411,13,2
1317,PEN,Roadside,R,PEN-R,A,66,14,Construction,A_14_Construction,Construction_R,0,10,1,Seed7Date,44398,44400,0,1,2,44411,13,2
1318,PEN,Roadside,R,PEN-R,A,66,14,Construction,A_14_Construction,Construction_R,0,10,1,Seed8Date,44398,44400,0,1,2,44411,13,2
1319,PEN,Roadside,R,PEN-R,A,66,14,Construction,A_14_Construction,Construction_R,0,10,1,Seed9Date,44398,44401,0,1,3,44411,13,3
1320,PEN,Roadside,R,PEN-R,A,66,14,Construction,A_14_Construction,Construction_R,0,10,1,Seed10Date,44398,44401,0,1,3,44411,13,3
1321,PEN,Roadside,R,PEN-R,B,67,14,Forest,B_14_Forest,Forest_R,1,9,0.9,Seed1Date,44398,44400,0,1,2,44411,13,2
1322,PEN,Roadside,R,PEN-R,B,67,14,Forest,B_14_Forest,Forest_R,1,9,0.9,Seed2Date,44398,44400,0,1,2,44411,13,2
1323,PEN,Roadside,R,PEN-R,B,67,14,Forest,B_14_Forest,Forest_R,1,9,0.9,Seed3Date,44398,44400,0,1,2,44411,13,2
1324,PEN,Roadside,R,PEN-R,B,67,14,Forest,B_14_Forest,Forest_R,1,9,0.9,Seed4Date,44398,44400,0,1,2,44411,13,2
1325,PEN,Roadside,R,PEN-R,B,67,14,Forest,B_14_Forest,Forest_R,1,9,0.9,Seed5Date,44398,44400,0,1,2,44411,13,2
1326,PEN,Roadside,R,PEN-R,B,67,14,Forest,B_14_Forest,Forest_R,1,9,0.9,Seed6Date,44398,44400,0,1,2,44411,13,2
1327,PEN,Roadside,R,PEN-R,B,67,14,Forest,B_14_Forest,Forest_R,1,9,0.9,Seed7Date,44398,44402,0,1,4,44411,13,4
1328,PEN,Roadside,R,PEN-R,B,67,14,Forest,B_14_Forest,Forest_R,1,9,0.9,Seed8Date,44398,44402,0,1,4,44411,13,4
1329,PEN,Roadside,R,PEN-R,B,67,14,Forest,B_14_Forest,Forest_R,1,9,0.9,Seed9Date,44398,44402,0,1,4,44411,13,4
1330,PEN,Roadside,R,PEN-R,B,67,14,Forest,B_14_Forest,Forest_R,1,9,0.9,Seed10Date,44398,,1,0,-44398,44411,13,13
1331,PEN,Roadside,R,PEN-R,B,67,14,Construction,B_14_Construction,Construction_R,1,9,0.9,Seed1Date,44398,44400,0,1,2,44411,13,2
1332,PEN,Roadside,R,PEN-R,B,67,14,Construction,B_14_Construction,Construction_R,1,9,0.9,Seed2Date,44398,44400,0,1,2,44411,13,2
1333,PEN,Roadside,R,PEN-R,B,67,14,Construction,B_14_Construction,Construction_R,1,9,0.9,Seed3Date,44398,44400,0,1,2,44411,13,2
1334,PEN,Roadside,R,PEN-R,B,67,14,Construction,B_14_Construction,Construction_R,1,9,0.9,Seed4Date,44398,44400,0,1,2,44411,13,2
1335,PEN,Roadside,R,PEN-R,B,67,14,Construction,B_14_Construction,Construction_R,1,9,0.9,Seed5Date,44398,44400,0,1,2,44411,13,2
1336,PEN,Roadside,R,PEN-R,B,67,14,Construction,B_14_Construction,Construction_R,1,9,0.9,Seed6Date,44398,44401,0,1,3,44411,13,3
1337,PEN,Roadside,R,PEN-R,B,67,14,Construction,B_14_Construction,Construction_R,1,9,0.9,Seed7Date,44398,44401,0,1,3,44411,13,3
1338,PEN,Roadside,R,PEN-R,B,67,14,Construction,B_14_Construction,Construction_R,1,9,0.9,Seed8Date,44398,44401,0,1,3,44411,13,3
1339,PEN,Roadside,R,PEN-R,B,67,14,Construction,B_14_Construction,Construction_R,1,9,0.9,Seed9Date,44398,44406,0,1,8,44411,13,8
1340,PEN,Roadside,R,PEN-R,B,67,14,Construction,B_14_Construction,Construction_R,1,9,0.9,Seed10Date,44398,,1,0,-44398,44411,13,13
1341,PEN,Roadside,R,PEN-R,C,68,14,Forest,C_14_Forest,Forest_R,1,9,0.9,Seed1Date,44398,44400,0,1,2,44411,13,2
1342,PEN,Roadside,R,PEN-R,C,68,14,Forest,C_14_Forest,Forest_R,1,9,0.9,Seed2Date,44398,44400,0,1,2,44411,13,2
1343,PEN,Roadside,R,PEN-R,C,68,14,Forest,C_14_Forest,Forest_R,1,9,0.9,Seed3Date,44398,44400,0,1,2,44411,13,2
1344,PEN,Roadside,R,PEN-R,C,68,14,Forest,C_14_Forest,Forest_R,1,9,0.9,Seed4Date,44398,44400,0,1,2,44411,13,2
1345,PEN,Roadside,R,PEN-R,C,68,14,Forest,C_14_Forest,Forest_R,1,9,0.9,Seed5Date,44398,44400,0,1,2,44411,13,2
1346,PEN,Roadside,R,PEN-R,C,68,14,Forest,C_14_Forest,Forest_R,1,9,0.9,Seed6Date,44398,44400,0,1,2,44411,13,2
1347,PEN,Roadside,R,PEN-R,C,68,14,Forest,C_14_Forest,Forest_R,1,9,0.9,Seed7Date,44398,44400,0,1,2,44411,13,2
1348,PEN,Roadside,R,PEN-R,C,68,14,Forest,C_14_Forest,Forest_R,1,9,0.9,Seed8Date,44398,44400,0,1,2,44411,13,2
1349,PEN,Roadside,R,PEN-R,C,68,14,Forest,C_14_Forest,Forest_R,1,9,0.9,Seed9Date,44398,44401,0,1,3,44411,13,3
1350,PEN,Roadside,R,PEN-R,C,68,14,Forest,C_14_Forest,Forest_R,1,9,0.9,Seed10Date,44398,,1,0,-44398,44411,13,13
1351,PEN,Roadside,R,PEN-R,C,68,14,Construction,C_14_Construction,Construction_R,0,10,1,Seed1Date,44398,44400,0,1,2,44411,13,2
1352,PEN,Roadside,R,PEN-R,C,68,14,Construction,C_14_Construction,Construction_R,0,10,1,Seed2Date,44398,44400,0,1,2,44411,13,2
1353,PEN,Roadside,R,PEN-R,C,68,14,Construction,C_14_Construction,Construction_R,0,10,1,Seed3Date,44398,44400,0,1,2,44411,13,2
1354,PEN,Roadside,R,PEN-R,C,68,14,Construction,C_14_Construction,Construction_R,0,10,1,Seed4Date,44398,44400,0,1,2,44411,13,2
1355,PEN,Roadside,R,PEN-R,C,68,14,Construction,C_14_Construction,Construction_R,0,10,1,Seed5Date,44398,44400,0,1,2,44411,13,2
1356,PEN,Roadside,R,PEN-R,C,68,14,Construction,C_14_Construction,Construction_R,0,10,1,Seed6Date,44398,44400,0,1,2,44411,13,2
1357,PEN,Roadside,R,PEN-R,C,68,14,Construction,C_14_Construction,Construction_R,0,10,1,Seed7Date,44398,44400,0,1,2,44411,13,2
1358,PEN,Roadside,R,PEN-R,C,68,14,Construction,C_14_Construction,Construction_R,0,10,1,Seed8Date,44398,44401,0,1,3,44411,13,3
1359,PEN,Roadside,R,PEN-R,C,68,14,Construction,C_14_Construction,Construction_R,0,10,1,Seed9Date,44398,44401,0,1,3,44411,13,3
1360,PEN,Roadside,R,PEN-R,C,68,14,Construction,C_14_Construction,Construction_R,0,10,1,Seed10Date,44398,44401,0,1,3,44411,13,3
1361,PEN,Roadside,R,PEN-R,D,69,14,Forest,D_14_Forest,Forest_R,0,10,1,Seed1Date,44398,44400,0,1,2,44411,13,2
1362,PEN,Roadside,R,PEN-R,D,69,14,Forest,D_14_Forest,Forest_R,0,10,1,Seed2Date,44398,44400,0,1,2,44411,13,2
1363,PEN,Roadside,R,PEN-R,D,69,14,Forest,D_14_Forest,Forest_R,0,10,1,Seed3Date,44398,44400,0,1,2,44411,13,2
1364,PEN,Roadside,R,PEN-R,D,69,14,Forest,D_14_Forest,Forest_R,0,10,1,Seed4Date,44398,44400,0,1,2,44411,13,2
1365,PEN,Roadside,R,PEN-R,D,69,14,Forest,D_14_Forest,Forest_R,0,10,1,Seed5Date,44398,44401,0,1,3,44411,13,3
1366,PEN,Roadside,R,PEN-R,D,69,14,Forest,D_14_Forest,Forest_R,0,10,1,Seed6Date,44398,44401,0,1,3,44411,13,3
1367,PEN,Roadside,R,PEN-R,D,69,14,Forest,D_14_Forest,Forest_R,0,10,1,Seed7Date,44398,44401,0,1,3,44411,13,3
1368,PEN,Roadside,R,PEN-R,D,69,14,Forest,D_14_Forest,Forest_R,0,10,1,Seed8Date,44398,44401,0,1,3,44411,13,3
1369,PEN,Roadside,R,PEN-R,D,69,14,Forest,D_14_Forest,Forest_R,0,10,1,Seed9Date,44398,44401,0,1,3,44411,13,3
1370,PEN,Roadside,R,PEN-R,D,69,14,Forest,D_14_Forest,Forest_R,0,10,1,Seed10Date,44398,44403,0,1,5,44411,13,5
1371,PEN,Roadside,R,PEN-R,D,69,14,Construction,D_14_Construction,Construction_R,0,10,1,Seed1Date,44398,44400,0,1,2,44411,13,2
1372,PEN,Roadside,R,PEN-R,D,69,14,Construction,D_14_Construction,Construction_R,0,10,1,Seed2Date,44398,44400,0,1,2,44411,13,2
1373,PEN,Roadside,R,PEN-R,D,69,14,Construction,D_14_Construction,Construction_R,0,10,1,Seed3Date,44398,44400,0,1,2,44411,13,2
1374,PEN,Roadside,R,PEN-R,D,69,14,Construction,D_14_Construction,Construction_R,0,10,1,Seed4Date,44398,44400,0,1,2,44411,13,2
1375,PEN,Roadside,R,PEN-R,D,69,14,Construction,D_14_Construction,Construction_R,0,10,1,Seed5Date,44398,44400,0,1,2,44411,13,2
1376,PEN,Roadside,R,PEN-R,D,69,14,Construction,D_14_Construction,Construction_R,0,10,1,Seed6Date,44398,44400,0,1,2,44411,13,2
1377,PEN,Roadside,R,PEN-R,D,69,14,Construction,D_14_Construction,Construction_R,0,10,1,Seed7Date,44398,44401,0,1,3,44411,13,3
1378,PEN,Roadside,R,PEN-R,D,69,14,Construction,D_14_Construction,Construction_R,0,10,1,Seed8Date,44398,44401,0,1,3,44411,13,3
1379,PEN,Roadside,R,PEN-R,D,69,14,Construction,D_14_Construction,Construction_R,0,10,1,Seed9Date,44398,44401,0,1,3,44411,13,3
1380,PEN,Roadside,R,PEN-R,D,69,14,Construction,D_14_Construction,Construction_R,0,10,1,Seed10Date,44398,44401,0,1,3,44411,13,3
1381,PEN,Roadside,R,PEN-R,E,70,14,Construction,E_14_Construction,Construction_R,2,8,0.8,Seed1Date,44398,44400,0,1,2,44411,13,2
1382,PEN,Roadside,R,PEN-R,E,70,14,Construction,E_14_Construction,Construction_R,2,8,0.8,Seed2Date,44398,44400,0,1,2,44411,13,2
1383,PEN,Roadside,R,PEN-R,E,70,14,Construction,E_14_Construction,Construction_R,2,8,0.8,Seed3Date,44398,44400,0,1,2,44411,13,2
1384,PEN,Roadside,R,PEN-R,E,70,14,Construction,E_14_Construction,Construction_R,2,8,0.8,Seed4Date,44398,44400,0,1,2,44411,13,2
1385,PEN,Roadside,R,PEN-R,E,70,14,Construction,E_14_Construction,Construction_R,2,8,0.8,Seed5Date,44398,44400,0,1,2,44411,13,2
1386,PEN,Roadside,R,PEN-R,E,70,14,Construction,E_14_Construction,Construction_R,2,8,0.8,Seed6Date,44398,44400,0,1,2,44411,13,2
1387,PEN,Roadside,R,PEN-R,E,70,14,Construction,E_14_Construction,Construction_R,2,8,0.8,Seed7Date,44398,44401,0,1,3,44411,13,3
1388,PEN,Roadside,R,PEN-R,E,70,14,Construction,E_14_Construction,Construction_R,2,8,0.8,Seed8Date,44398,44401,0,1,3,44411,13,3
1389,PEN,Roadside,R,PEN-R,E,70,14,Construction,E_14_Construction,Construction_R,2,8,0.8,Seed9Date,44398,,1,0,-44398,44411,13,13
1390,PEN,Roadside,R,PEN-R,E,70,14,Construction,E_14_Construction,Construction_R,2,8,0.8,Seed10Date,44398,,1,0,-44398,44411,13,13
1391,PEN,Roadside,R,PEN-R,E,70,14,Forest,E_14_Forest,Forest_R,1,9,0.9,Seed1Date,44398,44400,0,1,2,44411,13,2
1392,PEN,Roadside,R,PEN-R,E,70,14,Forest,E_14_Forest,Forest_R,1,9,0.9,Seed2Date,44398,44400,0,1,2,44411,13,2
1393,PEN,Roadside,R,PEN-R,E,70,14,Forest,E_14_Forest,Forest_R,1,9,0.9,Seed3Date,44398,44401,0,1,3,44411,13,3
1394,PEN,Roadside,R,PEN-R,E,70,14,Forest,E_14_Forest,Forest_R,1,9,0.9,Seed4Date,44398,44401,0,1,3,44411,13,3
1395,PEN,Roadside,R,PEN-R,E,70,14,Forest,E_14_Forest,Forest_R,1,9,0.9,Seed5Date,44398,44401,0,1,3,44411,13,3
1396,PEN,Roadside,R,PEN-R,E,70,14,Forest,E_14_Forest,Forest_R,1,9,0.9,Seed6Date,44398,44401,0,1,3,44411,13,3
1397,PEN,Roadside,R,PEN-R,E,70,14,Forest,E_14_Forest,Forest_R,1,9,0.9,Seed7Date,44398,44401,0,1,3,44411,13,3
1398,PEN,Roadside,R,PEN-R,E,70,14,Forest,E_14_Forest,Forest_R,1,9,0.9,Seed8Date,44398,44401,0,1,3,44411,13,3
1399,PEN,Roadside,R,PEN-R,E,70,14,Forest,E_14_Forest,Forest_R,1,9,0.9,Seed9Date,44398,44401,0,1,3,44411,13,3
1400,PEN,Roadside,R,PEN-R,E,70,14,Forest,E_14_Forest,Forest_R,1,9,0.9,Seed10Date,44398,,1,0,-44398,44411,13,13
1401,SSJ,Off-road,O,SSJ-O,A,71,15,Forest,A_15_Forest,Forest_O,5,5,0.5,Seed1Date,44398,44400,0,1,2,44411,13,2
